"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-06-14 19:35:00,390.011393333,10.573220000,52.813566667,47.873563333,55.572593333,44.002283333,22.121866667,38.224226667,36.355850000,15.518223333,19.391970000,20.947123333,21.102080000,16.088046667,10.573220000
2018-06-14 19:30:00,372.165863333,19.852296667,49.565600000,44.459230000,52.355333333,42.209620000,20.210093333,36.331326667,34.324416667,13.619976667,17.547153333,22.068610000,22.289190000,17.185313333,19.852296667
2018-06-14 19:25:00,368.595313333,19.604896667,49.209393333,44.638106667,53.040283333,42.090700000,20.650830000,36.372553333,34.906370000,13.732223333,17.463290000,20.080263333,20.760183333,15.651116667,19.604896667
2018-06-14 19:20:00,387.455793333,26.421013333,51.075616667,45.868293333,54.949820000,44.266070000,23.301406667,38.809243333,36.072996667,15.699586667,19.261096667,19.717863333,23.367370000,15.066430000,26.421013333
2018-06-14 19:15:00,399.466286667,33.393363333,52.213800000,47.790076667,55.915233333,43.202336667,22.881513333,38.614430000,36.017823333,15.099523333,19.478176667,22.400036667,27.904330000,17.949006667,33.393363333
2018-06-14 19:10:00,403.170380000,36.659930000,55.048840000,49.906926667,58.258863333,41.051633333,20.508596667,36.401936667,33.219793333,12.687143333,17.246643333,27.744986667,27.880866667,23.214150000,36.659930000
2018-06-14 19:05:00,405.680506667,39.899083333,57.113860000,53.087203333,61.192906667,41.431926667,21.208856667,37.190216667,34.479173333,13.770010000,18.320626667,23.020150000,22.782096667,22.083480000,39.899083333
2018-06-14 19:00:00,421.688026667,42.691650000,60.767796667,57.093186667,65.436676667,42.995616667,23.233153333,39.019876667,34.907020000,14.847090000,19.691590000,20.708563333,23.370633333,19.616823333,42.691650000
2018-06-14 18:55:00,413.875036667,45.846566667,60.064280000,56.184073333,63.910750000,41.875516667,22.428616667,37.587523333,35.195103333,15.003400000,19.666076667,20.212110000,24.271850000,17.475736667,45.846566667
2018-06-14 18:50:00,399.984800000,48.655740000,60.364720000,56.623930000,64.366403333,40.284013333,20.502793333,35.859626667,33.565103333,13.161340000,17.859550000,19.651333333,21.769163333,15.976823333,48.655740000
2018-06-14 18:45:00,420.140063333,51.548623333,59.356203333,55.541323333,63.145990000,43.000943333,21.910193333,37.641196667,38.620806667,18.529150000,22.309973333,21.389403333,21.798773333,16.896106667,51.548623333
2018-06-14 18:40:00,465.244553333,54.209073333,60.209760000,55.974133333,63.988220000,43.765893333,22.499600000,38.097970000,50.547170000,31.196496667,34.745743333,22.952313333,22.912256667,18.354996667,54.209073333
2018-06-14 18:35:00,438.797096667,56.895103333,63.649226667,60.733500000,67.773143333,43.214723333,21.918380000,37.727033333,38.499223333,18.758116667,22.417343333,23.044383333,22.729240000,18.332783333,56.895103333
2018-06-14 18:30:00,420.298370000,59.742553333,64.094643333,60.698093333,67.886716667,41.650753333,20.404120000,36.060000000,35.526970000,14.962560000,18.545493333,22.348233333,21.775623333,16.345163333,59.742553333
2018-06-14 18:25:00,432.897400000,62.614500000,62.142310000,58.740646667,65.589356667,43.517993333,22.928573333,38.573920000,37.536273333,17.943153333,21.545346667,23.343483333,23.879706667,17.156636667,62.614500000
2018-06-14 18:20:00,482.119113333,65.313760000,63.942453333,60.262500000,67.372893333,44.176656667,23.493960000,38.950020000,50.649876667,31.332420000,34.845416667,24.768620000,24.335280000,17.989016667,65.313760000
2018-06-14 18:15:00,467.570783333,68.941426667,68.652150000,64.712150000,71.963910000,42.584403333,22.706380000,38.260153333,40.445030000,21.362170000,25.465813333,26.308663333,25.532463333,19.577496667,68.941426667
2018-06-14 18:10:00,432.315283333,72.419273333,67.925933333,64.621210000,71.022063333,40.213683333,20.441203333,35.920756667,33.927140000,14.222550000,18.155556667,22.774746667,23.789136667,19.301303333,72.419273333
2018-06-14 18:05:00,438.921103333,74.897293333,65.843066667,61.367040000,68.179436667,41.091480000,21.451793333,36.743176667,34.578893333,15.732410000,19.436303333,24.568976667,25.557896667,24.370630000,74.897293333
2018-06-14 18:00:00,478.446543333,56.767440000,66.403086667,62.733853333,68.974793333,42.377333333,23.166683333,37.858066667,48.289716667,30.255790000,33.822396667,22.306746667,23.953546667,18.304530000,56.767440000
2018-06-14 17:55:00,473.497056667,18.749780000,71.267666667,67.763870000,74.055890000,42.543246667,23.216440000,38.217423333,41.932020000,23.616620000,27.108333333,22.011716667,23.979026667,17.784803333,18.749780000
2018-06-14 17:50:00,438.986960000,10.228126667,69.071096667,63.683550000,70.628703333,40.815386667,20.758270000,36.260040000,34.753956667,14.851706667,19.271533333,24.403066667,25.024690000,19.464960000,10.228126667
2018-06-14 17:45:00,452.083146667,13.546123333,67.579413333,62.836440000,69.144646667,44.546196667,24.060216667,38.916740000,36.776790000,17.508620000,21.293180000,24.260183333,25.260583333,19.900136667,13.546123333
2018-06-14 17:40:00,535.910366667,13.662830000,73.252263333,68.805286667,74.947290000,46.007316667,25.440120000,40.380720000,51.416953333,32.789560000,36.402136667,28.134676667,32.914746667,25.419296667,13.662830000
2018-06-14 17:35:00,518.458830000,19.035986667,72.955313333,68.735713333,76.612313333,46.410566667,26.190436667,41.175803333,46.974480000,27.971886667,31.623226667,25.758990000,30.705540000,23.344560000,19.035986667
2018-06-14 17:30:00,479.517473333,31.445756667,72.831500000,70.325946667,77.322630000,44.937900000,25.051246667,39.558226667,37.834450000,18.442223333,22.023673333,22.781673333,28.353536667,20.054466667,31.445756667
2018-06-14 17:25:00,487.159820000,35.127660000,72.255223333,68.386930000,75.840086667,45.577370000,25.739356667,40.118510000,38.527100000,19.583523333,23.194853333,27.073873333,28.994983333,21.868010000,35.127660000
2018-06-14 17:20:00,527.949686667,63.317613333,70.851136667,67.299620000,75.043240000,46.159133333,26.483420000,41.357113333,50.360450000,31.707796667,35.309553333,29.156976667,30.436893333,23.784353333,63.317613333
2018-06-14 17:15:00,515.953923333,68.437453333,69.726230000,66.126256667,73.653253333,45.823366667,27.207536667,42.123833333,47.204306667,28.802940000,33.055550000,29.268983333,29.788383333,23.173283333,68.437453333
